author,genre,link,name,rating,viewed
Tanyeong,"Romance,Webtoons","An ordinary employee Yun Jae-eun became Princess Diamantine from inside a novel! B.u.t. “Why of all things, even if I transmigrate, did I have to end up as someone who’ll soon get a death penalty, Sheillia, the villainess out of villainesses…!” Jae-eun, who has a hunch about her own unfortunate fate, decides to try to change Sheillia’s set fate. The dying princess, despite opening her eyes, Delphinium Palace where no one rejoiced was gradually changing that way but…",Limited Time Princess,4.39,"3,131,537"
Hiroshi Noda,"Takahiro Wakamatsu,Comedy,Fantasy,Romance,Seinen,Slice of life,Supernatural",Guy who was going to commit double suicide with his lover gets transported to another world instead. Now he wants to find her to try to commit suicide with her again.,Isekai Shikkaku,4.82,"906,297"
Moon Sung-Ho,"Drama,Fantasy","Judge Lee, who believed justice could be realized in the courtroom, did not follow the orders of his superiors and sentenced the conglomerate to life in prison before being killed.",Judge Lee Han Young,4.8,"381,003"
Carnby,"Hoopa,Action,Comedy,Fantasy,Horror,Mystery,Psychological,School life,Sci fi","Alien invasions come in all shapes and sizes. This time, the Earth is under attack by ""Unknown Codes"" that infiltrate digital devices to eviscerate the human race. The only known way to counter these codes is to play their own game. An awkward mesh of men with different motives are recruited to fight. How is everything going to end?",Unknown Code,4.77,"320,119"
Nao Tamaki,"Comedy,Romance","Yamada Hiroyuki is 26 years old, has a stable job, is an otaku, but is overwhelmed by the ideas and thoughts of his family, i.e. marriage and criticism over his childish hobbies. He decides to leave the house and go to live in an apartment, alone and happy, but the perfect image he had in mind when he moved in was destroyed when he learned that his neighbor is a yankee schoolgirl. However he soon discovers her real personalty is quite awkward and very tender. Will the story of these two advance for the better?",Saenai Riman To Yankee Joshi Kousei,4.8,"1,175,462"
박얼빈,Romance,"Won’t a kabe-don usually be followed by a kiss? But instead of a kiss, the man in front of her looked at Eungyeol with an intense look, and their eyes became intertwined. “You were the one who seduced me first…” Was it just yesterday that his voice changed? It was the voice of a flawless man. “I even threw aside everything.” On top of that, he’s a bit overbearing. “Is this what they call dine and dash?”. Eungyeol returned a year ago to get her ex-boyfriend back but instead, got tangled with her best friend’s brother.",A Relationship Of Intended Carelessness,4.71,"736,254"
Mukunoki Nanatsu,"Comedy,Shoujo ai","Miyako is a super-shy girl in college. One day, her younger sister brings home a super-cute girl named Hana, and Miyako totally falls for her! These are her misadventures in trying to awkwardly get closer to Hana.",Watashi Ni Tenshi Ga Maiorita!,4.34,"1,837,551"
Kawakami Daishirou,"Comedy,Romance,Seinen",Cool beauty senpai x virgin-kun kouhai?!,Cigarette & Cherry,4.66,"3,215,713"
Ibara Kino,"Fuji Morohoshi,Action,Adventure,Drama,Fantasy","When a child is born, they are granted a [JOB] by the goddess of light. Unfortunately, Ain is granted the unfavourable job of an [Appraiser]. All he can do is appraise materials, and so he is treated horribly by his own party. Then, one day, he happens to come across an S-Ranked tree hidden in a dungeon. Following this encounter, Ain slowly but surely changes...",The Unfavorable Job [Appraiser] Is Actually The Strongest,4.64,"9,760,025"
Fujisawa Kamiya,"Comedy,Seinen,Slice of life,Supernatural","Neko no Kohana summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Neko no Kohana. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Neko No Kohana,4.89,"123,742"
Dy Reitou,"Kotori Ryou,Action,Adventure,Fantasy,Seinen","An old MMORPG called Live Dungeon. Before the service was terminated, Kyotani Tsutomu made full use of 5 notebook PCs to clear the game and was invited to a different world. And then, Tsutomu was speechless when he saw a live relay of a dungeon capture in the different world. They bulldozed through without any thought of strategy. The misfortune of getting the healer position. Tsutomu reinstated the White Mage that had always been his favorite in games and aimed to conquer the dungeon to find the key to his escape from the different world.",Live Dungeon,4.62,"14,856,994"
Jǐn Hǎi Bù Yú,"Romance,School life,Webtoons,Yaoi","【omegaverse】a perverted alpha seme X a contributing omega uke. The dailies of a young love, a display of affection that kills many normal people, “My reliance on you, is like the earth revolving around the sun, the planet revolving around the sun, and the universe revolving around the stars”.",Dependency X,4.62,"2,318,463"
Harukawa Haru,"Reina Soratani,Romance,Shoujo","Violette, a proud and beautiful daughter of a duke, commits a crime out of jealousy towards her half-sister. Convicted, she faces her own heart with sincerity in a prison cell and regrets her sin. Then time rewinds to a turning point—to her first meeting with Maryjun one year ago.",I Swear I Won't Bother You Again!,4.75,"5,418,238"
Xiamen,"Fantasy,Historical,Romance","The tyrannic empress of hell got reincarnated into the body of a naïve and tragically murdered princess of the Yan Dynasty. An arrogant servant taking advantage of their position? Scumbags with ill intentions? The malicious empress? She will not spare any of these animals of the imperial palace! The only issue is that clingy regent, what will it take to shake him off?",Empress Of Hell,4.65,"48,997"
Hino Ikumi,"Comedy,Ecchi,Harem,Romance,Shounen","Nagumi Koushi is a 12-year-old boy who was abandoned by his broke father after their house caught on fire, leaving him to roam the streets penniless. Then one day, a girl named Minerva who finds him lying on the sidewalk takes him to a women’s college dormitory, one known for housing troublesome residents, and asks him to be their ""Dormitory Mother."" Surrounded by older women and forced to deal with their idiosyncrasies, Koushi starts his new (somewhat ecchi) life!",Megami-Ryou No Ryoubo-Kun.,4.69,"2,934,430"
传奇漫业,Action,"Zhian Tian was abandoned by his father along with his mother and sister. They moved to East China Sea to earn a living, but his mother was murdered and framed to look like a suicide jump off of a building.. Fortunately, a mysterious person rescued him and took him to join the army. After ten years of bloody battlefields and fighting bravely to kill enemies, Zhan Tian ascended from being a border pawn, all the way to being called ‘The God of War’. He lead the iron cavalry under his command to sweep borders, guard territories, drive out the barbarians, and set a world-leading feat. Ten years later, he received an imperial edict and returned to Beijing to report on his duties. Finally, he had the opportunity to make everyone tremble under his feet.",Dominating The Town,4.74,"143,068"
Tian Can Tu Dou,"Shao Hong Peng,Action,Adventure,Fantasy,Martial arts,Shounen,Tragedy","The demonic race from outer territories have invaded The Great Thousand Worlds once again, The Ruler Mu Chen, Martial arts godfather Lin Dong, Flame emperor Xiao Yan and other strong ones fight to the death in order to protect billions of lives.",Battle Through The Heavens: Return Of The Beasts,4.35,"8,024,602"
Kakifly,"Comedy,Seinen","K-ON! Shuffle summary is updating. Come visit MangaNato.com sometime to read the latest chapter of K-ON! Shuffle. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",K-On! Shuffle,4.73,"307,400"
Fanciyuan,"Action,Comedy,Fantasy,Martial arts,Supernatural,Webtoons","Ling Fei Will fight though two worlds will he be able to unravel the secret of both? After an accident, he woke up in a mystical cultivation realm. But when earth called him back he had the chance to relive his life on earth. What will he do with this second chance?",Modern Day God,4.24,"6,888,510"
Takeshi Natsuhara,"Hiroki Miyashita,Action,Adventure,Fantasy,Gender bender,Seinen","An old school yakuza, Nagamasa Ryumatsu, ended up losing his life due to certain circumstances. But, when he awakened to a strange sort of scenery he had never seen before, he found that he had somehow changed into a beautiful girl!?",Yakuza Reincarnation,4.76,"4,784,841"
Mayoi Tofu,"Action,Adventure,Fantasy,Shounen","Losing his memories, the curtains of the story of alternate world transfer of the MC rises. After the transfer his name changes to Kelvin. While steadily levelling, he adds new subordinates by mastering his skill. And by the time he noticed it, he had obtained overwhelming power. Where will our MC be heading off to?",Kuro No Shoukanshi,4.77,"26,286,823"
Kim Da-Ham,"Comedy,Fantasy,Romance",I reincarnated as the villainess in a book!,I’Ll Just Live On As A Villainess,4.9,"6,828,892"
Yom,"Comedy,Drama,Romance,Slice of life","""Cute"" love story of two girls who like their senpai illustrated by Yom on his twitter",Senpai Is Mine,4.41,"3,711,332"
Fujisawa Tohru,"Action,Comedy,Drama,Ecchi,School life,Seinen","The story is after GTO - Great Teacher Onizuka and GTO - 14 Days in Shounan ended. But this time, our Great Teacher is a prisoner for some reasons that only he knows. It's impossible, right?! Let's going through the story to find out what happened to Onizuka. GTO - Paradise Lost is a sequel to GTO and in case you don't know yet, Onizuka is now 24 years old as well.",Gto - Paradise Lost,4.76,"3,042,054"
정연,"Fantasy,Historical,Romance","There is a family, who for generations, were rumored to be monsters. The lord of the Halstead castle, Erden. He adorns a mask to hide his scary face. Leticia, who was sent to marry Lord Halstead in place of her sisters, began to be referred to as ‘the woman who married the monster’ and was pitied by others. but there is a secret that they don’t know. “I’m always grateful to you, wife. You’re so kind to the unsightly me…” “well, since I’m Erden’s wife.” “I need to divorce you soon so you won’t be troubled by such things anymore… I’m sorry but I lost the divorce papers.” Well of course, that’s because I burnt them. “So I need more time…I think it’ll take more time.” I need to spread more scary rumors about the north to the lawyers. I am definitely not divorcing such a handsome husband!!!",My Husband Hides His Beauty,4.71,"9,328,142"
